Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2024-03-08,169.9276123046875,134.7657012939453,182.886962890625,504.1109619140625,403.14215087890625,87.49925231933594,108.41000366210938,175.33999633789062,277.9661865234375,59.24523162841797,172.88365534695112,137.43294213765384,185.06349991562865,521.666911065442,407.3103404061873,97.36801162259309,108.41000366210938,182.72999572753906,279.5841204881027,59.40290342131307,168.1460314883945,133.36240665387308,182.59546014576225,497.5349458152221,401.2664565057241,86.47758481062256,108.41000366210938,174.6999969482422,276.7651253068761,58.86090686818566,168.20574707517525,133.57141412234174,183.10073058176133,512.32100105428,404.8689575439801,95.10675351305797,108.41000366210938,181.5,276.9338797088298,59.12697872354466,76114600,39343100,6166800,18575200,17971700,1142269000,0.0,85315300,3928800,12132000
2024-03-11,171.93814086914062,137.01492309570312,182.9549560546875,481.83221435546875,401.4549865722656,85.7458267211914,108.13999938964844,177.77000427246094,278.48236083984375,59.77737808227539,173.56048535052068,138.43812662433942,183.10071482780054,495.51231867269087,402.60620101714727,88.76782871199401,108.13999938964844,182.8699951171875,278.6907972408818,59.82664981496764,171.2414336396481,135.48225755873952,180.94361545843643,474.2698065924255,398.2197078201783,84.13835321441624,108.13999938964844,174.8000030517578,275.93138524370715,58.99887192448422,172.12725037151972,135.48225755873952,181.97357888541413,495.2034479118539,400.70076560147066,86.4006103441235,108.13999938964844,175.4499969482422,277.38059528562854,59.22552490222236,60139500,32437800,5762600,20428300,16120800,678364000,0.0,85391500,4614000,14154000
2024-03-12,172.41586303710938,137.84097290039062,184.4610595703125,497.9335021972656,412.13348388671875,91.88280487060547,108.13999938964844,177.5399932861328,281.8175354003906,60.5164680480957,173.2121062975323,138.71679043976945,184.77199978962534,500.48419464342277,412.4212950799544,91.92978650047704,108.13999938964844,179.42999267578125,282.3733860777973,60.67413985525535,170.20629520329734,136.37796641355683,182.58575141183624,482.96810803510033,403.70782104780903,86.1216977613809,108.13999938964844,172.41000366210938,278.2144113471932,59.76752790388548,172.3362371923594,136.37796641355683,183.59627747171155,491.4671018638421,404.5315189350478,88.02007593748665,108.13999938964844,177.77000427246094,279.2268471614147,60.06316207241077,59825400,27563400,5708400,15448200,22457000,668075000,0.0,87391700,7988700,16613100
2024-03-13,170.3257598876953,139.12484741210938,185.95742797851562,493.7686767578125,411.95489501953125,90.85814666748047,108.13999938964844,169.47999572753906,283.0284423828125,60.38835525512695,172.37607625258147,140.4186648160553,186.29750215366903,499.1590157815925,415.0115452878592,91.473941646385,108.13999938964844,176.0500030517578,283.9813247292856,60.5657364984611,169.95748841772314,138.3286661046211,184.46105416321572,489.24517053555513,408.3325562328795,88.40594947132757,108.13999938964844,169.14999389648438,281.71821022417225,59.994177638200576,171.9580519129805,138.33861305579995,184.96632459156524,493.5893383312873,414.9321647542621,91.02509163024045,108.13999938964844,173.0500030517578,282.55198606378417,60.36864581040181,52488700,23347200,7795500,12090700,17115900,635713000,0.0,106524500,5783800,15935200
2024-03-14,172.1869659423828,142.4191131591797,182.64404296875,490.0422668457031,421.9981994628906,87.91510772705078,108.13999938964844,162.5,284.2890625,60.336936950683594,173.49080701178275,142.90677194087021,186.200343770936,499.52768269849116,424.5785058716351,90.61622350841212,108.13999938964844,171.1699981689453,286.89959150717556,60.75223362143004,171.2414336176872,139.79167531307277,181.79869836836548,486.38562370950075,414.8229687362819,86.57154750613068,108.13999938964844,160.50999450683594,282.44282053599045,59.921636507941955,172.0973925529764,140.5181976030222,185.61733829218755,498.4416483149513,417.05592096351893,89.54757446626068,108.13999938964844,167.77000427246094,286.8201669648593,60.59402482705112,72913500,42753400,10310900,12620000,34157300,602318000,0.0,126325700,5484500,16584700
2024-03-15,171.80874633789062,140.5082244873047,184.90802001953125,482.3403625488281,413.264892578125,87.80814361572266,108.13999938964844,163.57000732421875,280.9440002441406,60.00074005126953,171.80874633789062,142.49870800871952,185.52988558997697,490.04224549611934,419.39806083838096,89.51658184476094,108.13999938964844,165.17999267578125,283.51481677119415,60.46548001378371,169.48969463541124,139.3637025369648,181.1962492394263,479.5505219579901,409.6623914264508,86.22866844065179,108.13999938964844,160.75999450683594,280.5469684395937,59.78320155443396,170.3655638276482,141.82195090080685,181.1962492394263,487.2325189558485,416.1131423873529,86.90144388293218,108.13999938964844,163.16000366210938,281.4502029210143,60.00074005126953,121664700,49460600,17208100,29141700,45049800,642086000,0.0,96971900,9845000,50904600
2024-03-18,172.90357971191406,146.977294921875,187.20114135742188,495.1735534667969,414.1580505371094,88.42594909667969,108.13999938964844,173.8000030517578,282.9390869140625,60.17873001098633,176.87483361469177,151.4260267765602,187.24000146677716,495.61195655671753,417.54221722990445,92.37464868231102,108.13999938964844,174.72000122070312,284.1103715980282,60.218283153798865,172.70452267737835,146.4697270944285,184.5096228714207,485.04050671141175,410.6448639845401,87.05639632268333,108.13999938964844,165.89999389648438,281.1524286982799,59.7139900129273,174.7448914522954,147.90287764978802,185.22866091926602,490.12197495792776,411.111304092611,90.35831286729302,108.13999938964844,170.02000427246094,281.76783252168093,60.0106310400307,75604200,69273700,9013800,11755300,20106000,668976000,0.0,108214400,4095600,16801700
2024-03-19,175.2524871826172,146.3303985595703,188.2991180419922,494.43621826171875,418.21710205078125,89.36863708496094,108.13999938964844,171.32000732421875,285.2220764160156,60.18861770629883,175.77999515234478,148.08201863565114,188.43515066756896,494.8248152543735,418.4751417976777,90.51425674084177,108.13999938964844,172.82000732421875,285.92681013014004,60.386379652623184,172.2168180823409,145.38492190024363,186.9290804652705,479.5306045549658,412.40148582557026,84.98207797118587,108.13999938964844,167.4199981689453,283.1376216096522,59.92163964456026,173.52065910891577,147.45502663716707,187.24973197408235,486.3955748386632,414.66420971411236,86.67151765212044,108.13999938964844,172.36000061035156,284.5371836897593,60.2875005654587,55215200,24070400,8478700,10903100,19837900,672171000,0.0,77271400,6595200,12353600
2024-03-20,177.830322265625,148.0322723388672,190.76715087890625,503.6824951171875,422.0081481933594,90.34231567382812,105.7300033569336,175.66000366210938,287.1377868652344,60.564361572265625,177.830322265625,148.15169649653035,190.9906298645312,506.35277680404414,422.73259778034867,90.38030520484318,105.7300033569336,176.25,287.7234140894994,60.594024542323794,174.26714497871419,146.04178871816205,188.12421868096743,493.37014023346006,417.4727666861834,88.19401951660328,105.7300033569336,170.82000732421875,284.5967469161993,60.06007222130096,174.89418909629194,147.29578793217973,188.6877866317795,497.68438791493736,418.8026102027015,89.76749997737916,105.7300033569336,173.0,285.50994734706455,60.15895130282496,53423100,21311500,9367000,11711100,17860100,479063000,0.0,83846700,6105000,12007600
2024-03-21,170.5646209716797,146.89768981933594,193.41981506347656,505.9143371582031,426.11676025390625,91.40496063232422,105.7300033569336,172.82000732421875,288.2196960449219,60.76212692260742,176.65586961417029,149.65449855989905,193.77932670829978,513.1678432375028,427.55578606152034,92.61756721905257,105.7300033569336,178.17999267578125,288.8053232379307,60.96977526867635,170.03711298613993,146.20100843853635,190.76717126150294,504.17069828747856,423.9235133811952,90.37530021359187,105.7300033569336,171.8000030517578,285.7679861126531,60.3666030302896,176.2179350177799,148.75878705056255,190.951790157962,512.8390865503119,426.57326646256405,92.26968196617385,105.7300033569336,176.38999938964844,287.8226642537479,60.59402794817396,106181300,24755600,11203800,9712500,21296200,480372000,0.0,73178000,5057600,14265900
2024-03-22,171.47035217285156,150.0526123046875,191.04893493652344,507.72772216796875,425.4915466308594,94.2580337524414,105.7300033569336,170.8300018310547,281.1623840332031,60.18861770629883,172.23673773536032,150.85875574292584,194.7995657155674,508.1163191581985,426.6030558566972,94.74687156183035,105.7300033569336,171.1999969482422,288.33882431783496,60.84122948877242,169.26078406375387,148.2711209562635,190.97119988924678,502.5067786929755,422.8417934382558,90.80416666140296,105.7300033569336,166.3000030517578,280.795128841356,60.16884113446685,170.95279171103329,148.41045420254932,193.371215728053,505.1571135489534,426.4442947841674,91.11106503897344,105.7300033569336,166.69000244140625,287.85246260880353,60.63358114252978,71106600,29175700,8105800,8117000,17636500,586719000,0.0,75454700,8743000,14025400
2024-03-25,170.0470733642578,149.35594177246094,189.2999725341797,501.1915588378906,419.6560363769531,94.97078704833984,109.23999786376953,172.6300048828125,279.1275634765625,59.89197540283203,171.13194711675717,149.6644642956251,191.35989965854492,505.3763043970238,424.1715798565736,96.7342074446901,109.23999786376953,175.24000549316406,281.40061395452415,60.307275858506486,168.65364374159117,147.11664775908744,188.85299966164675,498.42166509172904,418.41550744623606,93.47928046219188,109.23999786376953,168.72999572753906,277.96624457273793,59.68432706099246,169.76839047714014,149.22655548099812,191.02953678509883,503.95150960962997,422.0180083068545,93.91013861786189,109.23999786376953,168.75999450683594,280.914252216306,60.18861643003075,54288300,19229300,8620000,8380600,18060500,552136000,0.0,74228600,8519200,14186600
2024-03-26,168.91244506835938,149.9530792236328,190.18414306640625,494.0874938964844,418.4552307128906,92.53059387207031,109.23999786376953,177.6699981689453,278.5220947265625,59.832645416259766,170.61440032318552,151.53551003081748,191.08779997103022,508.14619057383555,422.76234370981615,96.34334409261999,109.23999786376953,184.25,282.02595300527287,60.14906678542619,168.78305115074727,149.26635995623974,188.56146295801116,493.4099425333326,418.1575158713517,92.4716151430306,109.23999786376953,177.3800048828125,276.3483097865446,59.55578096173385,169.20107551486385,149.505223453737,189.0764446463934,503.29389750145907,422.3852180529654,95.81951413427198,109.23999786376953,178.5800018310547,282.02595300527287,59.7832058739509,57388400,22149100,5961500,11205400,16725600,513648000,0.0,113186200,8752400,13738300
2024-03-27,172.49549865722656,150.15211486816406,193.8667755126953,492.06488037109375,418.2369079589844,90.22034454345703,109.05999755859375,179.8300018310547,276.9537658691406,60.0402946472168,172.78414425918754,150.91845525200065,193.94451056025727,498.07299144024375,421.23404544961727,93.20935991690288,109.05999755859375,181.91000366210938,279.16726298372504,60.366598628389006,169.31054062211945,148.19148744617945,190.8157453214986,486.29594802208385,415.83526074059097,89.09371596526927,109.05999755859375,176.0,274.9288944649078,59.70410049486037,169.609133760084,150.46063737451573,190.9323404796194,497.48510924151634,421.2241115258407,93.08140362412708,109.05999755859375,181.41000366210938,278.174668270894,60.188613267024124,60273300,22879200,8725800,9989700,16705000,586067000,0.0,81804000,5190700,14363400
2024-03-28,170.67410278320312,150.2118377685547,194.62466430664062,483.8149719238281,417.53228759765625,90.3263168334961,110.5999984741211,175.7899932861328,277.0133056640625,59.49645233154297,171.4205780589011,150.70945866916398,195.0327621668252,491.0984290807041,418.6735682140503,91.2700069314821,110.5999984741211,179.57000732421875,277.72797503422703,60.08973816604251,169.70866021166748,149.45545946665504,192.9145229956459,483.38654221067395,415.94440442920035,89.163696917333,110.5999984741211,175.3000030517578,275.0678286031199,59.486565931699225,170.94283813483634,150.13223178829975,193.83761737439582,491.04859257964944,417.7704594727013,89.97043098866838,110.5999984741211,177.4499969482422,276.4276784469476,59.98096890778449,65672700,24485400,8628300,15212800,21871200,435212000,0.0,77654800,5844400,17535100
2024-04-01,169.23092651367188,154.75015258789062,193.30320739746094,489.5639953613281,421.3531188964844,90.33331298828125,113.54000091552734,175.22000122070312,276.21923828125,59.32835388183594,170.4451942217802,154.99896303730998,195.24653910576725,495.62188175816783,424.64797113919235,92.1947007975338,113.54000091552734,176.75,278.8099260721026,60.07984470466132,168.68350825393796,149.89336775564567,192.94369577588645,480.0287741074697,419.0209183546172,89.17469715880289,113.54000091552734,170.2100067138672,274.7402819444995,59.2591377707334,170.38547862745995,149.972988921802,194.32345950961061,485.4290862996602,420.7378213676411,90.26933865065378,113.54000091552734,176.1699981689453,278.2838218271271,59.634885068143674,46240500,31730800,7309000,9247000,16316000,452441000,0.0,81562100,5084000,13837600
2024-04-02,168.04649353027344,153.8245849609375,193.22547912597656,495.5621032714844,418.2468566894531,89.42261505126953,115.30000305175781,166.6300048828125,276.3780822753906,58.49775695800781,168.54414366405445,153.96391821888022,194.1194099639725,495.7215253357514,419.17973696688534,90.06440242112468,115.30000305175781,167.69000244140625,277.26147584379214,59.42723314712056,167.43935975957754,151.42604834775094,192.4675809192747,482.8883380254279,414.6741269340057,87.59121620163441,115.30000305175781,163.42999267578125,274.9289024342941,58.22089251273916,168.28537106183597,152.7696309813447,192.76879497239406,483.3367144815945,416.9269168072685,88.41893947358703,115.30000305175781,164.75,275.9413381657581,59.22947498449733,49329500,24586000,7014700,11081000,17912000,433064000,0.0,116650600,6912300,19510100
2024-04-03,168.85269165039062,154.18284606933594,192.68136596679688,504.8980712890625,417.26434326171875,88.93477630615234,114.11000061035156,168.3800048828125,274.9090270996094,58.764732360839844,169.8778497555363,154.3420883898699,193.90565975878658,505.3962538689054,420.0530500088036,90.3443168469122,114.11000061035156,168.82000732421875,278.40297992515497,58.833948469043825,167.78772821512752,152.0032642638509,192.0983604507373,496.9371233933013,415.91463197146663,88.3709661913593,114.11000061035156,163.27999877929688,274.5119952671393,58.280215831416974,167.99673277562965,152.8691348903896,193.4003892999647,497.1164618244484,416.54979735190346,88.45493823513225,114.11000061035156,164.02000427246094,278.40297992515497,58.71529282240771,47691700,24705000,9353400,12099200,16502300,370067000,0.0,82950100,4536600,14615100
2024-04-04,168.026611328125,149.81375122070312,191.21531677246094,509.0628967285156,414.7138366699219,85.87677764892578,114.61000061035156,171.11000061035156,271.970947265625,58.833953857421875,171.11203328162168,154.03358204033015,195.1539700677102,528.0735304456318,425.4220921238306,90.60422800372173,114.61000061035156,177.19000244140625,277.0133150034197,59.1404850589671,168.026611328125,149.73413005208545,191.11759235822532,508.7241058190558,414.4061878822782,85.85178433643762,114.61000061035156,168.00999450683594,271.5342031751562,58.62630551379221,169.48968886138192,152.7696206660751,194.63598444218601,514.5428746566774,421.769951509971,90.37629845117095,114.61000061035156,170.07000732421875,276.2986456091604,58.8735070005881,53704400,34724700,9243800,26476300,19370900,434965000,0.0,123162000,4018600,14436100
2024-04-05,168.78302001953125,151.7743682861328,192.97454833984375,525.4231567382812,422.2958984375,87.97909545898438,113.81999969482422,164.89999389648438,275.08770751953125,59.180030822753906,169.58921080070664,152.6899888823038,193.6293601708849,528.7709286124164,423.2784179752705,88.45193966671309,113.81999969482422,170.86000061035156,275.9016121454803,59.36790635534364,168.15597599547186,148.8881732587718,190.68759091568285,512.5401035058015,415.1504697507563,85.89777859630549,113.81999969482422,160.50999450683594,272.9933169674919,58.82406387194227,168.7929675547899,149.31611992588236,191.71379434845136,514.9812099690105,416.8276673390752,86.8374646504957,113.81999969482422,169.0800018310547,274.05540055806193,58.88338981107999,42055200,23449300,6531000,19242000,16544300,399678000,0.0,141250700,4388100,10332300
2024-04-08,167.65834045410156,154.11318969726562,193.98118591308594,517.3626098632812,421.3729553222656,87.10437774658203,113.81999969482422,172.97999572753906,275.7030944824219,59.11081314086914,168.40481571452685,154.53118940622207,194.46985275631624,529.5581097041235,424.0425761054586,88.80081883400379,113.81999969482422,174.5,275.92146651297065,59.36790477694774,167.4493358859462,151.88384272998078,193.14067834621264,517.0039330005043,420.09272093696904,86.70350850941023,113.81999969482422,167.7899932861328,273.1124067431124,58.75484242752647,168.23561647794648,152.0530320036405,193.14067834621264,527.3561816187679,421.9485777283347,88.67085666122206,113.81999969482422,169.33999633789062,274.20426689585616,58.932827784197805,37425500,20702000,8001000,13260600,14272400,283220000,0.0,104423300,5542400,11070100
2024-04-09,168.8726043701172,155.85487365722656,192.6813507080078,515.0211181640625,423.0501708984375,85.3259506225586,113.81999969482422,176.8800048828125,274.6708068847656,59.120704650878906,169.2806811483862,157.80553910227465,194.37214890179533,523.9584834633949,424.4991003259259,87.60620698800746,113.81999969482422,179.22000122070312,275.9413268904394,59.29869001158162,167.55881583801002,154.4515790592109,190.49213256297077,504.8980152105673,418.4254750382327,82.99472376686872,113.81999969482422,171.9199981689453,271.29599095953074,58.636188108522624,167.90716183961618,155.3472906145229,193.58051091806817,520.3317000897688,423.20896224870864,87.41326961083752,113.81999969482422,172.91000366210938,275.5740716977067,59.199807160082834,42451200,31113000,7358600,10881400,12512300,503547000,0.0,103232700,7314300,10015900
2024-04-10,166.99148559570312,155.39706420898438,191.0394287109375,517.9405517578125,420.0530700683594,87.01040649414062,113.81999969482422,171.75999450683594,272.4473876953125,59.9414176940918,168.29532657810816,155.8648291004754,192.6031686712423,520.6606093608502,420.81722505973426,87.3712879556285,113.81999969482422,174.92999267578125,274.7700555179492,60.07984992833291,166.3246362072623,153.94400440401932,189.77865982612101,503.9615184655781,416.5200457584293,83.68149867040677,113.81999969482422,170.00999450683594,272.0900378732845,58.7251867864078,168.0066961691415,155.4667384289104,191.1176172002457,507.43885377613293,418.99116993330387,83.89843024698811,113.81999969482422,173.0399932861328,273.38042908025005,58.95261171008899,49709300,22838600,7681400,11418500,16216600,431929000,0.0,84532400,5276000,15097600
2024-04-11,174.2173614501953,158.6514892578125,191.0003204345703,521.2584228515625,424.6876220703125,90.58622741699219,114.5199966430664,174.60000610351562,273.63848876953125,59.4173469543457,174.63540094951088,158.92019359328873,192.11449518415904,521.9558906964756,426.11671379812606,90.70918810631315,114.5199966430664,175.8800048828125,274.4325826729777,60.20839092357411,167.36970557110288,155.7155291650152,188.85997212927498,515.4097636383199,419.1598179763637,86.89744487180356,114.5199966430664,168.50999450683594,270.1644074573639,59.397570383615594,167.54885233902874,156.16338491032602,191.55740780936466,519.2158862304884,422.5936238068228,87.39127824687137,114.5199966430664,172.5500030517578,271.97093700967133,60.069958700458535,91070300,27166400,10137700,10369500,17966400,431637000,0.0,94516000,8102300,10987600
2024-04-12,175.72027587890625,156.9794921875,178.64682006835938,510.039306640625,418.703369140625,88.15703582763672,114.5199966430664,171.0500030517578,273.91644287109375,59.4667854309082,177.52176704196785,159.4576498521726,184.6476483766428,518.2991821255071,421.9585162359949,90.1453886602286,114.5199966430664,173.80999755859375,274.94874990835103,60.0402946558318,173.39127675717174,156.39230314278245,178.4024866438968,507.4786409454992,416.58950274190113,87.50125303417155,114.5199966430664,170.36000061035156,272.0305188758884,59.278913670327256,173.44102962389059,157.20840874623565,184.0514891373657,515.8680487630246,420.8370731015467,89.66953943111257,114.5199966430664,172.33999633789062,273.5094753824482,59.32835321027012,101593300,25329200,31506200,11944900,19232100,426805000,0.0,64506600,9037900,12278100
2024-04-15,171.87841796875,154.12315368652344,178.7445526123047,498.4117736816406,410.50592041015625,85.97274017333984,114.5199966430664,161.47999572753906,269.2710876464844,59.25914001464844,175.7999037342719,158.48231785442226,183.21097459999416,516.6452750395099,423.5860500706515,90.58322421693445,114.5199966430664,170.69000244140625,275.85199532095265,60.02052103760198,171.68930847441092,153.85443413456358,178.07019000034038,495.47248418641453,410.2974897454758,85.90076523534208,114.5199966430664,161.3800048828125,268.3380462098625,59.239363443299546,174.53586805138283,158.1041210913814,180.31806040257874,514.8417956512984,423.3677157693319,89.06872264461606,114.5199966430664,170.24000549316406,275.8321543320238,59.832645495785144,73531800,27136500,14766600,13512900,20273500,443077000,0.0,100245300,10267500,10557200
2024-04-16,168.583984375,153.6653289794922,176.70193481445312,497.9434509277344,411.43878173828125,87.38628387451172,114.5199966430664,157.11000061035156,269.340576171875,59.17014694213867,172.94338974194338,154.9093812386726,179.00844292824465,502.9352195908948,415.2298454910269,88.08904823109181,114.5199966430664,158.19000244140625,272.0999882084728,59.61511036458697,167.47920033817573,152.6999432114734,175.57799211887155,495.30305898761117,410.5952462785095,86.03572977127556,114.5199966430664,153.75,268.16932170338504,59.11081722848048,170.94284143183614,153.45633670421336,178.75432662359262,496.2994241252725,411.42887810136665,86.40460421758179,114.5199966430664,156.74000549316406,268.53657689337035,59.35801871073006,73711200,20779500,16451800,9847900,16765600,370453000,0.0,97000000,8237100,14726300
2024-04-17,167.21046447753906,154.73025512695312,175.99826049804688,492.373779296875,408.7195739746094,84.00739288330078,114.5199966430664,155.4499969482422,270.670654296875,58.98227310180664,169.84800441976404,156.33259514906842,178.28521785507158,501.3310922605612,415.70624190109544,88.7458333599475,114.5199966430664,158.3300018310547,271.9709509455872,59.753540492296224,167.21046447753906,153.84449046790715,175.13820204052814,485.36933351230493,407.22100522560083,83.92241409948026,114.5199966430664,153.77999877929688,269.4894641668866,58.903166819707636,168.81289870293196,154.87953533334849,177.2590144524284,501.2713127841246,414.0885872118868,88.3109710984958,114.5199966430664,157.63999938964844,271.2761225309164,59.47667604893999,50901200,21763100,9017100,12193700,15855500,495400000,0.0,82439700,5940900,15329700
2024-04-18,166.25497436523438,155.26766967773438,177.14173889160156,499.97601318359375,401.2069091796875,84.64317321777344,114.5199966430664,149.92999267578125,269.36041259765625,58.59663772583008,167.847461101441,156.19325246003623,179.20391366224993,510.34820830690745,408.76919927263555,86.16167886744026,114.5199966430664,152.1999969482422,271.127229910704,59.269026059688,165.7672868824189,153.88428416601494,175.89075290791178,497.22606608419835,400.88935677884103,82.37492165838734,114.5199966430664,148.6999969482422,267.8615849423748,58.557088355364236,167.24032724180861,154.6008594858019,176.9951447970009,498.00322967417003,407.5187363707615,84.9420785609248,114.5199966430664,151.25,270.55153832645533,59.160260575912844,43122900,19883000,9557700,14808700,21029900,447260000,0.0,96098800,8231800,12061500
2024-04-19,164.2245635986328,153.35679626464844,181.58860778808594,479.3213806152344,396.095947265625,76.17497253417969,114.5199966430664,147.0500030517578,267.7821960449219,58.863609313964844,165.6179780634261,155.61599926941918,181.6667962750779,500.972375440201,402.4077746386735,84.29630512599306,114.5199966430664,150.94000244140625,269.9857574831018,59.00204152537832,163.3088890664717,151.5753202297304,177.2981133625571,474.00079446729563,394.7561698730406,75.58117346384236,114.5199966430664,146.22000122070312,266.3032396402522,58.30988046831097,165.42888374733738,155.45675694613493,178.2656641991084,500.972375440201,400.9687488676842,83.12269469975273,114.5199966430664,148.97000122070312,269.4596835055519,58.78450680972637,67772100,32239100,13380200,25111000,30276500,875198000,0.0,86005100,7826200,14160200
2024-04-22,165.0605926513672,155.53639221191406,185.11679077148438,479.9789733886719,397.9219665527344,79.49188232421875,114.5199966430664,142.0500030517578,270.31329345703125,59.4667854309082,166.4739172082034,156.88992171020138,185.82047227061935,490.2216054605686,399.79766079093116,80.04670035538005,114.5199966430664,144.44000244140625,271.7327268583337,59.72387707380331,163.99562926284756,153.32695413108942,181.76452822519838,471.6792350291974,392.7514505668274,76.3749101252901,114.5199966430664,138.8000030517578,267.36528607214996,58.37910046418463,164.74210446317437,153.5757645889644,181.77431110705808,487.9399208543046,397.04862935947983,78.07834524781059,114.5199966430664,140.55999755859375,268.94353825582135,58.89327997797972,48116400,26446200,11529700,17271100,20286900,596341000,0.0,107097600,6463700,14910000
2024-04-23,166.11561584472656,157.5069580078125,187.78489685058594,494.2967529296875,404.48193359375,82.39592742919922,114.5199966430664,144.67999267578125,272.08013916015625,58.42853927612305,166.26492000363532,158.21358635071638,187.87285330463718,496.947087855681,405.10716505974153,82.74181446817349,114.5199966430664,147.25999450683594,272.85439216436754,59.67443301833735,164.14492548116624,155.53638354340058,186.20162102594836,487.19266460356954,400.0060952402287,80.23763989778655,114.5199966430664,141.11000061035156,270.6905125338577,57.90447336966715,164.57291251221173,156.21315584791824,186.79779518051035,489.46437591061385,401.1771473553241,80.74247130165297,114.5199966430664,143.3300018310547,271.9809039159545,59.57555393968362,49537800,21151600,9144400,15079200,15734500,438559000,0.0,124545100,6438000,17963900
2024-04-24,168.2256622314453,158.37283325195312,188.70361328125,491.7062072753906,405.96063232421875,79.65082550048828,114.5199966430664,162.1300048828125,272.9833679199219,59.19980239868164,168.50434510258808,158.8107420758396,188.8502073871559,508.14623244265294,409.3447990752087,84.05437709629325,114.5199966430664,167.97000122070312,280.904284079138,59.36790134671193,165.42887079721268,156.42215263269097,185.85956832323205,482.8186166545257,403.6979086365787,79.1569845005292,114.5199966430664,157.50999450683594,272.457293970589,58.15167066106079,165.75730653407012,156.74063729958468,186.21140909033664,506.2132815965154,406.45684392489727,83.92241667959377,114.5199966430664,162.83999633789062,280.47747565246095,58.319765837096284,48251800,22779100,6964900,37772700,15065300,512208000,0.0,181178000,8807200,18529100
2024-04-25,169.09158325195312,155.25772094726562,188.98703002929688,439.775634765625,396.0165710449219,82.6048583984375,114.5199966430664,170.17999267578125,273.1223449707031,59.53599548339844,169.80820075027214,155.74539489675468,189.54411744729967,444.1496617636814,396.8601368410158,83.29562566305763,114.5199966430664,170.8800048828125,274.17449286652106,59.85241303323123,167.3597550998357,150.15212564884374,186.84666664506318,412.99333588695123,385.08998167747234,78.19730258611348,114.5199966430664,158.36000061035156,268.48691467032506,59.1602520004687,168.73327450279362,150.60994355919925,187.89242095762415,419.8682490278648,391.04452101034235,78.84208734175279,114.5199966430664,158.9600067138672,270.9485602842378,59.37778670848204,50558300,57109700,9802300,82890700,40586500,424641000,0.0,126427500,8064600,19263000
2024-04-26,168.5043487548828,171.1318359375,189.10430908203125,441.6787109375,403.2414245605469,87.70618438720703,119.69999694824219,168.2899932861328,272.487060546875,59.48656463623047,170.53475474394267,173.87871320868138,190.45301949074818,444.81725504370945,409.87080464048637,88.30198930446801,119.69999694824219,172.1199951171875,274.7203984121185,59.7139895476375,168.38490238817732,168.84277660691075,188.68404782275095,430.3898768860217,402.6856699602139,83.3596128981717,119.69999694824219,166.3699951171875,271.8021678448736,59.328355838208395,169.081624768213,173.5403194325108,189.18249757010503,439.85534570558576,409.04710666417816,83.79047109382074,119.69999694824219,168.85000610351562,272.97345250247145,59.43712509409769,44838400,64665300,6413700,32691400,29694700,551011000,0.0,109815700,6840600,11045200
2024-04-29,172.68460083007812,165.35940551757812,188.8990478515625,431.0474548339844,399.20220947265625,87.7281723022461,119.69999694824219,194.0500030517578,269.8269348144531,59.56566619873047,175.20270935632288,168.74323647348305,189.85683065888813,438.1615160803969,403.2413789354232,87.96308807915567,119.69999694824219,198.8699951171875,272.4374636756817,59.71398481336977,172.28648678772151,164.42389105822426,188.06830827873446,427.00221505307695,396.165397076456,85.23798574736955,119.69999694824219,184.5399932861328,269.08248880269224,59.26902142546191,172.55520693212748,168.2555625642054,189.09451160019026,437.9622309022969,402.17947890315463,87.56622296271497,119.69999694824219,188.4199981689453,270.303391166951,59.506336489677764,68169400,45610000,5387800,21502600,19582100,388971000,0.0,243869700,4128600,9785100
2024-04-30,169.52951049804688,162.00546264648438,187.39398193359375,428.6064147949219,386.380126953125,86.37362670898438,119.69999694824219,183.27999877929688,266.6208190917969,58.685630798339844,174.1676137755898,167.3001564313842,190.57031667770585,438.0220473247672,399.112934090919,88.7898328026838,119.69999694824219,190.9499969482422,270.06512354124806,59.62499719202755,169.20105955998108,161.82632640780892,187.29624259167994,428.1580383096976,386.2213658866136,86.27166282860942,119.69999694824219,182.83999633789062,266.5910424656695,58.497759028400424,172.51541154910535,164.8219988264117,188.4397213100087,429.48319059523675,398.44799719369325,87.21134895392602,119.69999694824219,186.97999572753906,268.5266140386965,59.526118107216334,65934800,33562900,8153700,18429500,28781400,363709000,0.0,127031800,6376400,14209200
2024-05-01,168.5043487548828,163.080322265625,187.51124572753906,437.5935974121094,391.9476013183594,83.01371765136719,119.69999694824219,179.99000549316406,265.34039306640625,58.191226959228516,171.89832652202932,166.3248050727695,190.0523193323471,448.3244387572749,398.67622906449674,85.9717451202874,119.69999694824219,185.86000061035156,268.9038040094844,58.74495963307025,168.31523926242042,162.31398182603573,186.46549150225204,425.55748979180964,387.3526772876393,81.22830132116862,119.69999694824219,179.00999450683594,264.7348946148885,58.06268490529715,168.78303163206596,163.51823108824746,187.91195612673852,427.0420944900981,389.63523841829954,85.04905184528752,119.69999694824219,182.0,266.1642332478024,58.64608054973916,50383100,33493200,7445300,20344900,23562500,559863000,0.0,92829700,6119900,15464300
